변수_X,변수_Y,상관계수,표본수,분석단위,그룹
고등학교_졸업자수,평균_충원율,0.2103,24,지역-연도,전체
고등학교_진학자수,평균_충원율,0.1776,24,지역-연도,전체
고등학교_진학률,평균_충원율,-0.3562,24,지역-연도,전체
고등학교_졸업자수,평균_경쟁률,0.3381,24,지역-연도,전체
고등학교_진학자수,평균_경쟁률,0.2699,24,지역-연도,전체
고등학교_진학률,평균_경쟁률,-0.7108,24,지역-연도,전체
고등학교_졸업자수,총_모집인원,0.0018,24,지역-연도,전체
고등학교_진학자수,총_모집인원,-0.0688,24,지역-연도,전체
고등학교_진학자수,총_지원자,0.0687,24,지역-연도,전체
고등학교졸업자수_대비_총모집인원비율,평균_충원율,0.003,24,지역-연도,전체
고등학교진학자수_대비_총모집인원비율,평균_충원율,0.0352,24,지역-연도,전체
고등학교진학자수_대비_총입학자비율,평균_충원율,0.0458,24,지역-연도,전체
