변수_X,변수_Y,상관계수,표본수,분석단위,그룹
18세_인구,정원내 신입생 충원율(%),0.1686,66,대학-연도,전체
18세_인구,경쟁률,0.3899,66,대학-연도,전체
18세_인구,모집인원,-0.3644,66,대학-연도,전체
18세_인구,지원자,-0.0166,66,대학-연도,전체
18세_인구,입학자,-0.3585,66,대학-연도,전체
18세인구_대비_모집인원비율,정원내 신입생 충원율(%),0.0798,66,대학-연도,전체
18세인구_대비_입학자비율,정원내 신입생 충원율(%),0.096,66,대학-연도,전체
